Bucket 0 [0.]	0:110	0:113	0:121	0:130	0:138	0:141	0:142	0:143	0:146	0:148
Bucket 381 [0.742188->0.744141]	959:17033	960:47117	1053:17200	1054:47307	1060:25987	1097:29698	1097:29701	1101:49082	1101:49087	1197:15512
Bucket 382 [0.744141->0.746094]	1009:5813	1009:5818	1095:70277	1095:70282	1272:58737	1272:58739	1272:58740	1272:58742	1725:65995	1743:8411
Bucket 383 [0.746094->0.748047]	843:68707	1053:17195	1060:25982	1061:56096	1061:56101	1094:40158	1097:29610	1272:58673	1272:58738	1272:58741
Bucket 384 [0.748047->0.75]	1094:40153	1725:66000	1743:8431	1744:38750	1753:10142	1776:4023	1776:4030	1776:4039	1780:24844	1780:24851
Bucket 385 [0.75->0.751953]	1268:38814	1269:68990	1271:28491	1727:26129	1727:26131	1743:8446	1744:38764	1744:38765	1776:4012	1776:4014
Bucket 386 [0.751953->0.753906]	1190:6371	1371:23281	1377:2970	1379:63388	1381:23032	1382:53242	1574:18290	1725:65919	1725:65966	1725:65970
Bucket 387 [0.753906->0.755859]	843:68733	1372:53488	1374:13123	1375:43331	1378:33179	1725:65973	1776:4033	1776:4036	1776:4041	1776:4043
Bucket 388 [0.755859->0.757812]	1727:26089	1761:51628	1761:51631	1764:42355	1776:4035	1780:24856	1991:4547	2357:24650	2459:36002	2537:18865
Bucket 389 [0.757812->0.759766]	1268:38899	1269:69075	1272:58703	1272:58706	1272:58707	1272:58708	1272:58711	1272:58731	1272:58733	1332:55022
Bucket 390 [0.759766->0.761719]	484:34711	848:15997	1271:28576	1272:58709	1272:58712	1387:2753	1725:65907	1727:26094	1743:8447	1744:38766
Bucket 391 [0.761719->0.763672]	1114:36920	1190:6331	1218:43454	1222:63213	1232:62202	1235:51821	1239:71612	1257:9467	1262:59475	1264:18967
Bucket 392 [0.763672->0.765625]	1237:11278	1327:4820	1328:35014	1337:4348	1345:44327	1351:23932	1354:13742	1355:43944	1357:3557	1359:63963
Bucket 393 [0.765625->0.767578]	845:27704	1190:6249	1190:6257	1217:13293	1217:13378	1218:43539	1220:2889	1220:2974	1221:33051	1221:33136
Bucket 394 [0.767578->0.769531]	602:22496	1190:6252	1190:6253	1190:6254	1190:6255	1190:6256	1190:6258	1190:6259	1190:6260	1190:6261
Bucket 395 [0.769531->0.771484]	599:33879	848:16008	1268:38939	1388:33005	1389:63217	1448:32818	1525:45334	1727:26041	1727:26043	3278:16186
Bucket 396 [0.771484->0.773438]	1190:6190	1190:6194	1190:6195	1190:6200	1190:6201	1190:6203	1190:6204	1269:69115	1271:28616	1277:8007
Bucket 397 [0.773438->0.775391]	755:55544	845:27666	1282:58059	1284:17577	1285:47758	1289:67644	1291:27171	1292:57354	1294:16885	1295:47069
Bucket 398 [0.775391->0.777344]	1190:6197	1277:8004	1282:58056	1284:17574	1285:47755	1288:37459	1289:67641	1291:27168	1292:57351	1294:16882
Bucket 399 [0.777344->0.779297]	613:48316	1181:37560	1190:6191	1190:6267	1190:6271	1190:6273	1190:6274	1190:6275	1192:66699	1208:44577
Bucket 400 [0.779297->0.78125]	508:43648	511:32113	512:62064	1190:6193	1192:66594	1194:26100	1198:45709	1198:45814	1200:5118	1200:5223
Bucket 401 [0.78125->0.783203]	1097:29561	1192:66696	1198:45811	1200:5220	1202:65430	1207:14521	1208:44679	1211:34260	1212:64419	1225:52941
Bucket 402 [0.783203->0.785156]	1098:59731	1098:59735	1190:6251	1194:25995	1195:56254	1265:49237	1277:7902	1281:27774	1281:27804	1282:57954
Bucket 403 [0.785156->0.787109]	943:41661	1192:66621	1192:66627	1192:66628	1192:66629	1197:15554	1198:45744	1200:5153	1202:65532	1207:14454
Bucket 404 [0.787109->0.789062]	1054:47361	1190:6393	1192:66622	1192:66623	1192:66624	1192:66625	1192:66626	1194:26097	1198:45736	1198:45739
Bucket 405 [0.789062->0.791016]	599:33890	1009:5867	1095:70331	1190:6395	1197:15656	1198:45737	1198:45738	1198:45741	1200:5146	1200:5147
Bucket 406 [0.791016->0.792969]	1054:47365	1121:45935	1192:66633	1192:66634	1194:26026	1194:26028	1194:26029	1194:26030	1194:26034	1198:45748
Bucket 407 [0.792969->0.794922]	1009:5871	1098:59823	1190:6250	1192:66549	1192:66550	1192:66551	1192:66632	1194:26022	1194:26025	1194:26035
Bucket 408 [0.794922->0.796875]	825:33121	959:17087	960:47171	1095:70335	1098:59826	1121:45939	1192:66587	1192:66592	1192:66593	1192:66596
Bucket 409 [0.796875->0.798828]	531:22961	1009:5959	1054:47453	1192:66590	1192:66591	1192:66595	1192:66597	1192:66603	1192:66607	1192:66609
Bucket 410 [0.798828->0.800781]	885:15608	943:41623	1009:5962	1054:47456	1101:49136	1190:6192	1190:6247	1190:6291	1190:6301	1190:6304
Bucket 411 [0.800781->0.802734]	439:5968	531:23090	811:17059	959:17091	960:47175	1095:70423	1095:70426	1101:49140	1121:46030	1181:37648
Bucket 412 [0.802734->0.804688]	439:5967	1053:17249	1060:26036	1061:56150	1121:46027	1181:37556	1181:37651	1190:6241	1190:6278	1190:6282
Bucket 413 [0.804688->0.806641]	959:17179	960:47263	960:47266	1053:17253	1060:26040	1094:40207	1190:6226	1190:6227	1190:6238	1190:6327
Bucket 414 [0.806641->0.808594]	599:33876	959:17182	1101:49228	1190:6199	1190:6231	1190:6236	1194:25914	1194:25915	1194:25916	1194:25917
Bucket 415 [0.808594->0.810547]	1061:56154	1094:40211	1101:49231	1190:6214	1190:6222	1190:6224	1190:6225	1190:6228	1190:6230	1190:6232
Bucket 416 [0.810547->0.8125]	1060:26128	1098:59686	1190:6229	1190:6234	1190:6279	1197:15479	1197:15481	1197:15482	1201:35200	1201:35211
Bucket 417 [0.8125->0.814453]	1060:26131	1061:56242	1061:56245	1195:56182	1195:56183	1195:56184	1197:15563	1197:15569	1197:15571	1197:15572
Bucket 418 [0.814453->0.816406]	744:28958	1053:17341	1053:17344	1094:40299	1094:40302	1195:56176	1195:56179	1195:56180	1197:15548	1197:15557
Bucket 419 [0.816406->0.818359]	1195:56177	1195:56178	1195:56181	1197:15507	1197:15544	1204:24778	1204:24784	1204:24786	1204:24788	1204:24789
Bucket 420 [0.818359->0.820312]	889:34733	1190:6196	1190:6341	1195:56104	1195:56105	1197:15480	1197:15488	1197:15490	1197:15491	1197:15492
Bucket 421 [0.820312->0.822266]	531:22969	596:45281	1195:56251	1197:15545	1217:13442	1218:43603	1220:3038	1221:33200	1222:63362	1224:22802
Bucket 422 [0.822266->0.824219]	1195:56106	1205:55028	1205:55032	1205:55034	1205:55035	1205:55036	1214:23751	1225:52965	1227:12404	1237:11427
Bucket 423 [0.824219->0.826172]	1195:56153	1195:56154	1195:56155	1201:35274	1205:55029	1205:55030	1205:55031	1205:55033	1217:13388	1220:2984
Bucket 424 [0.826172->0.828125]	1195:56159	1195:56161	1195:56163	1205:54956	1205:54957	1205:55103	1227:12257	1227:12258	1232:62282	1238:41444
Bucket 425 [0.828125->0.830078]	1101:49091	1107:28053	1107:28056	1195:56148	1195:56151	1195:56157	1195:56160	1217:13373	1218:43534	1220:2969
Bucket 426 [0.830078->0.832031]	959:17042	960:47126	1195:56068	1195:56070	1195:56071	1195:56073	1195:56078	1195:56142	1195:56147	1205:54958
Bucket 427 [0.832031->0.833984]	1097:29545	1107:27961	1195:56074	1195:56150	1195:56170	1195:56172	1201:35301	1201:35309	1205:55005	1205:55006
Bucket 428 [0.833984->0.835938]	589:38122	1009:5822	1054:47299	1054:47316	1060:25991	1108:58089	1115:67066	1195:56076	1195:56077	1195:56080
Bucket 429 [0.835938->0.837891]	1009:5805	1053:17204	1061:56105	1192:66647	1195:56072	1195:56079	1195:56081	1195:56084	1195:56100	1195:56103
Bucket 430 [0.837891->0.839844]	579:42384	959:17025	960:47109	1094:40162	1095:70286	1195:56069	1195:56082	1205:54920	1205:54922	1205:54923
Bucket 431 [0.839844->0.841797]	1195:56096	1195:56101	1201:35229	1201:35230	1201:35231	1201:35376	1205:54926	1205:54928	1205:54929	1205:54932
Bucket 432 [0.841797->0.84375]	589:38001	1095:70269	1097:29547	1190:6198	1205:54924	1205:54931	1205:54933	1205:54936	1205:54952	1205:54955
Bucket 433 [0.84375->0.845703]	1115:67158	1115:67161	1198:45762	1200:5171	1201:35278	1201:35279	1201:35280	1201:35285	1201:35286	1205:54921
Bucket 434 [0.845703->0.847656]	929:24294	1053:17187	1060:25974	1108:58181	1108:58184	1201:35273	1201:35276	1201:35282	1201:35284	1201:35288
Bucket 435 [0.847656->0.849609]	755:55540	764:22131	922:15964	1202:65483	1205:54953	1217:13271	1217:13278	1217:13280	1217:13283	1218:43430
Bucket 436 [0.849609->0.851562]	751:36692	915:7607	939:21795	1061:56088	1094:40145	1107:27916	1194:26048	1197:15607	1201:35193	1201:35195
Bucket 437 [0.851562->0.853516]	623:44208	625:2871	627:62841	629:21509	630:51495	632:10167	633:40154	634:70141	637:58806	640:47476
Bucket 438 [0.853516->0.855469]	642:6161	652:2206	680:31910	920:56916	1201:35204	1201:35209	1201:35225	1222:63201	1225:52804	1237:11266
Bucket 439 [0.855469->0.857422]	647:54822	1201:35194	1201:35197	1201:35206	1201:35228	1201:35327	1204:24871	1204:24875	1204:24877	1204:24878
Bucket 440 [0.857422->0.859375]	622:14224	636:28818	666:17010	667:47007	676:13176	1204:24872	1204:24873	1204:24874	1204:24876	1220:2877
Bucket 441 [0.859375->0.861328]	639:17487	646:24831	656:20895	661:69586	670:35725	681:61911	686:9393	691:58150	940:51873	1115:67070
Bucket 442 [0.861328->0.863281]	927:65237	929:24255	1115:67021	1201:35207	1201:35221	1201:35226	1214:23950	1214:23963	1214:23964	1214:23971
Bucket 443 [0.863281->0.865234]	922:15925	1063:15299	1108:58044	1108:58093	1190:6390	1204:24801	1238:41445	1247:10347	1248:40517	1249:70687
Bucket 444 [0.865234->0.867188]	919:26805	1195:56202	1204:24807	1204:24927	1241:31074	1254:19812	1332:55041	1761:51708	1796:7779	3259:26455
Bucket 445 [0.867188->0.869141]	742:70129	1107:27965	1272:58727	1278:38096	1278:38098	1278:38100	1342:54685	1342:54687	1342:54695	1342:54743
Bucket 446 [0.869141->0.871094]	920:56877	927:65198	929:24257	1274:18177	1277:7864	1278:38046	1278:38047	1278:38048	1278:38050	1278:38051
Bucket 447 [0.871094->0.873047]	919:26807	922:15927	935:2536	1204:24848	1204:24849	1204:24850	1204:24856	1204:24897	1245:50877	1261:29301
Bucket 448 [0.873047->0.875]	935:2535	1204:24854	1204:24858	1247:10351	1252:60337	1258:39644	1272:58713	1272:58723	1272:58726	1272:58734
Bucket 449 [0.875->0.876953]	920:56879	927:65200	935:2571	1192:66556	1204:24805	1204:24813	1204:24843	1204:24846	1204:24855	1204:24946
Bucket 450 [0.876953->0.878906]	929:24253	929:24256	937:62690	1204:24763	1204:24765	1204:24766	1204:24768	1204:24773	1204:24809	1204:24810
Bucket 451 [0.878906->0.880859]	596:45171	922:15923	935:2533	936:32612	937:62689	946:30299	1194:25957	1204:24769	1204:24808	1204:24812
Bucket 452 [0.880859->0.882812]	420:46000	922:15926	932:13391	932:13394	946:30274	1204:24771	1204:24772	1204:24775	1205:55054	1214:23943
Bucket 453 [0.882812->0.884766]	932:13430	936:32648	1192:66504	1198:45671	1200:5080	1204:24757	1204:24806	1204:24840	1204:24841	1204:24845
Bucket 454 [0.884766->0.886719]	744:28944	946:30290	1204:24823	1204:24827	1204:24828	1204:24829	1204:24830	1204:24831	1204:24837	1204:24842
Bucket 455 [0.886719->0.888672]	417:57680	426:22655	534:11431	919:26803	919:26806	946:30269	946:30288	946:30293	1190:6292	1190:6296
Bucket 456 [0.888672->0.890625]	927:65196	927:65199	946:30301	1190:6221	1190:6294	1190:6299	1195:56111	1197:15464	1204:24759	1204:24760
Bucket 457 [0.890625->0.892578]	600:63873	920:56875	920:56878	927:65194	936:32613	946:30287	946:30292	946:30294	1190:6209	1190:6235
Bucket 458 [0.892578->0.894531]	922:15920	927:65201	932:13395	937:62725	946:30285	946:30289	946:30296	1050:27850	1050:27851	1054:47300
Bucket 459 [0.894531->0.896484]	946:30291	946:30295	1009:5806	1190:6217	1190:6281	1190:6284	1190:6285	1190:6286	1190:6287	1190:6289
Bucket 460 [0.896484->0.898438]	919:26800	946:30278	946:30286	960:47110	1190:6215	1190:6216	1190:6219	1204:24777	1217:13362	1220:2958
Bucket 461 [0.898438->0.900391]	946:30275	946:30277	946:30281	959:17026	1204:24791	1204:24796	1217:13368	1217:13369	1217:13370	1220:2959
Bucket 462 [0.900391->0.902344]	920:56872	927:65202	946:30270	1001:68105	1095:70270	1190:6293	1190:6300	1190:6321	1190:6322	1190:6323
Bucket 463 [0.902344->0.904297]	935:2534	1098:59672	1201:35237	1201:35357	1218:43524	1218:43525	1218:43526	1218:43528	1218:43529	1218:43530
Bucket 464 [0.904297->0.90625]	1060:25975	1190:6316	1190:6317	1190:6320	1217:13291	1218:43452	1218:43527	1220:2886	1221:33049	1222:63211
Bucket 465 [0.90625->0.908203]	932:13393	936:32611	1217:13290	1217:13292	1218:43451	1220:2888	1221:33048	1221:33050	1222:63210	1224:22650
Bucket 466 [0.908203->0.910156]	929:24258	1053:17188	1195:56192	1218:43453	1222:63212	1228:42422	1230:1870	1231:32036	1232:62201	1234:21653
Bucket 467 [0.910156->0.912109]	922:15928	1061:56089	1094:40146	1190:6243	1190:6244	1190:6245	1190:6315	1201:35254	1228:42421	1230:1869
Bucket 468 [0.912109->0.914062]	1201:35235	1201:35239	1201:35240	1201:35241	1201:35243	1201:35244	1201:35245	1201:35246	1201:35247	1201:35248
Bucket 469 [0.914062->0.916016]	1190:6319	1201:35238	1201:35242	1348:34186	1793:17491	1796:8009	1819:2486	2291:14252	2393:22109	3117:37248
Bucket 470 [0.916016->0.917969]	919:26808	1190:6318	1195:56112	1205:55084	1352:54192	1791:57311	1814:51694	1840:36679	1844:57907	1886:27170
Bucket 471 [0.917969->0.919922]	1192:66502	1201:35187	1205:54964	1217:13437	1221:33195	1224:22797	1231:32181	1347:3986	1532:55770	1800:28657
Bucket 472 [0.919922->0.921875]	920:56880	1194:25903	1318:35596	1324:15115	1750:19916	1800:28656	1816:11904	1922:15874	2475:24507	2525:52059
Bucket 473 [0.921875->0.923828]	939:21760	1201:35253	1201:35257	1201:35259	1201:35260	1201:35261	1220:3033	1225:52960	1228:42568	1230:2016
Bucket 474 [0.923828->0.925781]	332:52260	332:52261	1195:56059	1195:56232	1201:35258	1774:43901	1800:28646	1806:9719	1806:9720	1872:3619
Bucket 475 [0.925781->0.927734]	1205:54962	1205:54970	1205:54971	1205:54974	1205:54977	1205:54978	1205:54979	1205:54982	1205:54983	1274:18254
Bucket 476 [0.927734->0.929688]	1201:35189	1201:35190	1205:54965	1205:54966	1205:54967	1205:54968	1205:54969	1205:54972	1205:54973	1205:54975
Bucket 477 [0.929688->0.931641]	1198:45617	1200:5026	1201:35186	1204:24755	1277:7945	1288:37400	1289:67582	1294:16823	1297:6514	1298:36727
Bucket 478 [0.931641->0.933594]	1197:15462	1197:15597	1201:35183	1205:54914	1274:18233	1274:18237	1281:27817	1282:57997	1284:17515	1285:47696
Bucket 479 [0.933594->0.935547]	919:26801	1192:66505	1195:56110	1195:56118	1195:56119	1195:56122	1195:56125	1195:56126	1195:56127	1195:56130
Bucket 480 [0.935547->0.9375]	919:26796	920:56873	1191:36430	1195:56113	1195:56114	1195:56115	1195:56116	1195:56120	1195:56121	1195:56123
Bucket 481 [0.9375->0.939453]	1191:36433	1192:66637	1195:56054	1195:56117	1205:54980	1205:54984	1205:54985	1205:54986	1205:54987	1205:54988
Bucket 482 [0.939453->0.941406]	920:56868	929:24259	1195:56057	1197:15465	1227:12261	1227:12293	1238:41462	1241:31091	1242:61243	1242:61275
Bucket 483 [0.941406->0.943359]	922:15929	1185:57249	1192:66498	1194:25906	1195:56062	1202:65473	1208:44540	1237:11324	1237:11325	1237:11326
Bucket 484 [0.943359->0.945312]	930:54378	1192:66557	1194:26038	1205:54916	1205:54917	1217:13356	1217:13358	1218:43500	1218:43501	1218:43502
Bucket 485 [0.945312->0.947266]	930:54383	1194:25958	1195:56128	1195:56132	1195:56133	1195:56134	1195:56135	1195:56136	1198:45620	1200:5029
Bucket 486 [0.947266->0.949219]	1195:56058	1197:15637	1202:65341	1217:13268	1217:13286	1218:43507	1220:2924	1220:2929	1220:2952	1220:2954
Bucket 487 [0.949219->0.951172]	902:21194	916:37687	1201:35184	1217:13255	1217:13258	1217:13265	1217:13267	1217:13270	1217:13282	1217:13287
Bucket 488 [0.951172->0.953125]	902:21199	957:57863	1195:56064	1195:56065	1200:5161	1208:44660	1211:34201	1212:64360	1217:13262	1217:13263
Bucket 489 [0.953125->0.955078]	902:21162	957:57868	1019:3662	1023:23046	1023:23050	1023:23052	1023:23053	1023:23054	1023:23055	1023:23058
Bucket 490 [0.955078->0.957031]	902:21133	1013:25117	1014:55217	1017:44488	1020:33764	1023:23047	1023:23048	1023:23060	1197:15515	1197:15518
Bucket 491 [0.957031->0.958984]	808:28191	812:47174	916:37706	919:26795	919:26809	930:54346	1021:63866	1023:23051	1023:23057	1202:65513
Bucket 492 [0.958984->0.960938]	579:42378	752:66684	959:16995	960:47079	960:47108	1023:23056	1194:26078	1202:65393	1225:52866	1225:52872
Bucket 493 [0.960938->0.962891]	959:16963	959:17024	960:47047	1019:3663	1019:3672	1024:53153	1024:53156	1024:53157	1024:53161	1024:53164
Bucket 494 [0.962891->0.964844]	920:56881	1013:25114	1013:25125	1013:25126	1013:25130	1013:25133	1013:25134	1014:55214	1014:55222	1014:55225
Bucket 495 [0.964844->0.966797]	182:39596	916:37738	1013:25122	1013:25124	1013:25132	1014:55224	1014:55232	1016:14430	1017:44485	1017:44493
Bucket 496 [0.966797->0.96875]	845:27036	930:54344	960:47112	1009:5808	1014:55218	1014:55227	1019:3666	1019:3673	1021:63873	1021:63881
Bucket 497 [0.96875->0.970703]	916:37743	930:54342	959:17028	1013:25118	1013:25127	1014:55215	1014:55220	1014:55221	1017:44489	1017:44498
Bucket 498 [0.970703->0.972656]	579:42311	742:70166	902:21160	952:8524	954:68688	1013:25115	1013:25119	1013:25120	1013:25121	1013:25129
Bucket 499 [0.972656->0.974609]	182:39595	579:42331	623:44202	625:2865	627:62835	629:21503	630:51489	632:10161	633:40148	634:70135
Bucket 500 [0.974609->0.976562]	545:36911	579:42293	579:42303	579:42305	579:42310	579:42317	579:42321	579:42324	579:42325	579:42327
Bucket 501 [0.976562->0.978516]	647:54816	916:37704	922:15921	952:8492	959:17000	960:47084	960:47107	1053:17190	1060:25977	1111:47467
Bucket 502 [0.978516->0.980469]	546:66857	579:42329	579:42337	676:13170	916:37702	932:13392	959:16999	959:17023	960:47083	1054:47298
Bucket 503 [0.980469->0.982422]	192:33309	548:25427	548:25429	548:25430	549:55391	549:55392	551:13958	551:13959	579:42298	579:42301
Bucket 504 [0.982422->0.984375]	174:4000	417:57677	546:66856	549:55389	551:13956	579:42295	579:42302	579:42306	579:42307	579:42328
Bucket 505 [0.984375->0.986328]	552:43912	579:42294	579:42297	579:42299	579:42300	579:42304	579:42308	579:42309	579:42313	579:42315
Bucket 506 [0.986328->0.988281]	420:45997	622:14261	623:44155	625:2798	629:21436	630:51442	632:10114	633:40101	634:70068	636:28855
Bucket 507 [0.988281->0.990234]	210:62775	417:57673	622:14134	622:14137	622:14138	622:14139	622:14140	622:14141	622:14144	622:14146
Bucket 508 [0.990234->0.992188]	351:11359	352:41264	622:14135	622:14142	622:14147	622:14154	622:14166	622:14172	622:14174	623:44129
Bucket 509 [0.992188->0.994141]	556:62415	556:62416	623:44153	623:44161	625:2816	625:2824	627:62786	627:62794	629:21454	629:21462
Bucket 510 [0.994141->0.996094]	130:12074	447:42549	508:43632	511:32098	622:14151	623:44156	625:2908	629:21438	629:21448	629:21457
Bucket 511 [0.996094->0.998047]	498:48316	559:50957	622:14165	622:14171	623:44119	623:44122	623:44125	623:44126	623:44130	623:44131
Bucket 512 [0.998047->1]	127:24212	338:28636	351:11360	508:43633	548:25417	548:25418	549:55380	563:69473	563:69474	565:28060
Bucket 513 [1.]	893:53870	1308:36047	1327:4774	1657:16357	1720:14828	1985:22693	2031:16443	2048:31762	2054:13620	2067:7820
